Hugo_Symbol	Entrez_Gene_Id	GrCh37_Isoform	GrCh37_RefSeq	GrCh38_Isoform	GrCh38_RefSeq	# of occurrence within resources (column d_J)	OncoKB_Annotated	Is_Oncogene	Is_Tumor_Suppressor_Gene	Msk_Impact	Msk_Heme	Foundation_One	Foundation_One_Heme	Vogelstein	Sanger_Cgc(05/30/2017)	Tier_CGC(v.92)	In_CGC(v.92)	Role_In_Cancer_CGC(v.92)	In_CIViC(08_21)	Description_CIViC(08_21)	Inclusion_Level
CNOT3	4849					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
COL2A1	1280					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
CPS1	1373					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
CRTC1	23373					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
CRTC3	64784					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
CSF1	1435					1.0	No	No	No	No	No	No	Yes	No	No		No		Yes		
CUL4A	8451					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
CYP17A1	1586					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
DAZAP1	26528	ENST00000233078	NM_018959.3	ENST00000233078	NM_018959.3	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
DCTN1	1639					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
DDB2	1643					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
DDR1	780					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
DDX4	54514	ENST00000505374	NM_024415.2	ENST00000505374	NM_024415.2	1.0	Yes	Yes	No	No	No	No	No	No	No		No		No		2.0
DDX41	51428	ENST00000507955	NM_016222.2	ENST00000330503	NM_016222.2	1.0	Yes	No	Yes	No	No	No	No	No	No		No		Yes		2.0
DDX5	1655					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
DKK1	22943	ENST00000373970	NM_012242.2	ENST00000373970	NM_012242.2	1.0	Yes	No	No	No	No	No	No	No	No		No		Yes		2.0
DKK2	27123	ENST00000285311	NM_014421.2	ENST00000285311	NM_014421.2	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
DKK3	27122	ENST00000326932	NM_001018057.1	ENST00000326932	NM_001018057.1	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
DKK4	27121	ENST00000220812	NM_014420.2	ENST00000220812	NM_014420.2	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
DUSP2	1844					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
DUSP9	1852					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
EIF3E	3646					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
ELK4	2005					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
ELN	2006					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
ELP2	55250					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
EPHB4	2050					1.0	No	No	No	No	No	Yes	No	No	No		No		Yes		
ERC1	23085					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
ETS1	2113					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
EXOSC6	118460					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
EXT1	2131					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
EXT2	2132					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
FAF1	11124					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
FAT4	79633					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
FBXO31	79791					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
FES	2242					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
FGF12	2257					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
FIP1L1	81608					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
FLYWCH1	84256					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
FNBP1	23048					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
FRS2	10818					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
GABRA6	2559					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
GADD45B	4616					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
GATA4	2626					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
GATA6	2627					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
GMPS	8833					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
GOLGA5	9950					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
GOPC	57120					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
GPC3	2719					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
GRM3	2913					1.0	No	No	No	No	No	Yes	No	No	No	2.0	Yes	oncogene	No		
GTSE1	51512					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
H3C15	333932	ENST00000331491	NM_001005464.2	ENST00000331491	NM_001005464.2	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
H3P6	440926	ENST00000316450		ENST00000369387		1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
HIRA	7290					1.0	No	No	No	No	Yes	No	No	No	No		No		No		
HNRNPA2B1	3181					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
HOOK3	84376					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
HOXA3	3200					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
HSD3B1	3283					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
IKBKB	3551					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
IKZF2	22807					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
IL2	3558					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
IL6ST	3572					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
INPP5D	3635					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
IRF2	3660					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
IRS4	8471					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
JAZF1	221895					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
KAT6B	23522					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
KCNJ5	3762					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
KDM2B	84678					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
KDM4C	23081					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
KEL	3792					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
KLF2	10365	ENST00000248071	NM_016270.2	ENST00000248071	NM_016270.2	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
KLF3	51274	ENST00000261438	NM_016531.5	ENST00000261438	NM_016531.5	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
KLF6	1316					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
KLK2	3817					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
KNL1	57082					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
KTN1	3895					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
LARP4B	23185	ENST00000316157	NM_015155.2	ENST00000316157	NM_015155.2	1.0	Yes	No	No	No	No	No	No	No	No	2.0	Yes	TSG	No		1.0
LCP1	3936					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
LIFR	3977					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
LMNA	4000					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
LRIG3	121227					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
LRP5	4041	ENST00000294304	NM_001291902.1	ENST00000294304	NM_001291902.1	1.0	Yes	Yes	Yes	No	No	No	No	No	No		No		No		2.0
LRP6	4040	ENST00000261349	NM_002336.2	ENST00000261349	NM_002336.2	1.0	Yes	Yes	No	No	No	No	No	No	No		No		No		2.0
LRRK2	120892					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
LTK	4058					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
MAGED1	9500					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
MAML2	84441					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
MAP3K6	9064					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
MAP3K7	6885					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
MBD6	114785	ENST00000355673	NM_052897.3	ENST00000355673	NM_052897.3	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
MDS2	259283					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
MEF2C	4208					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
MEF2D	4209	ENST00000348159	NM_005920.3	ENST00000348159	NM_005920.3	1.0	Yes	Yes	No	No	No	No	No	No	No		No		Yes		2.0
MERTK	10461					1.0	No	No	No	No	No	Yes	No	No	No		No		Yes		
MIB1	57534					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
MIDEAS	91748	ENST00000286523	NM_001043318.2	ENST00000286523	NM_001043318.2	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
MKI67	4288					1.0	No	No	No	No	No	No	Yes	No	No		No		Yes		
MKNK1	8569					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
MLLT11	10962					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
MNX1	3110					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
MTCP1	4515					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
MYO18A	399687					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
MYO5A	4644					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
NAB2	4665					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
NACA	4666					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
NBEAP1	606					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
NCOA1	8648					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
NCOA4	8031					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
NFATC2	4773					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
NFIB	4781					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
NFKBIE	4794					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
NOD1	10392					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
NONO	4841					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
NUTM2B	729262					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
OLIG2	10215					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
OMD	4958					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
PAG1	55824					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PAK3	5063					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PARP2	10038					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
PARP3	10039					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
PASK	23178					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PATZ1	23598					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
PC	5091					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PCLO	27445					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PCSK7	9159					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PDCD11	22984					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PHF1	5252					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PIK3C2B	5287					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
POLQ	10721					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
POU5F1	5460					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	Yes		
PPFIBP1	8496					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
PPP1CB	5500					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PRCC	5546					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
PRF1	5551					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
PRKDC	5591					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PRSS1	5644	ENST00000311737	NM_002769.4	ENST00000311737	NM_002769.4	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
PRSS8	5652					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PTK6	5753					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		
PTK7	5754					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
PTPN13	5783					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
PTPN6	5777					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	TSG	Yes		
PTPRB	5787					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	Yes		
PTPRC	5788					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
PTPRK	5796					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
RALGDS	5900					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
RANBP2	5903					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
RASGEF1A	221002					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
RMI2	116028					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
RNF217-AS1	7955					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
RPL10	6134					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
RPL5	6125					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
RSPO3	84870					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
RUNX2	860					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
S1PR2	9294					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SALL4	57167					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
SBDS	51119					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
SEC31A	22872					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SEPTIN5	5413					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SEPTIN6	23157					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SEPTIN9	10801					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SERP2	387923					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SFPQ	6421					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
SFRP1	6422	ENST00000220772	NM_003012.4	ENST00000220772	NM_003012.4	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
SFRP2	6423	ENST00000274063	NM_003013.2	ENST00000274063	NM_003013.2	1.0	Yes	Yes	Yes	No	No	No	No	No	No		No		No		2.0
SFRP4	6424					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
SIX1	6495					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
SLC1A2	6506					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SLC45A3	85414					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
SMARCA1	6594					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SNCAIP	9627					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
SND1	27044					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
SNX29	92017					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
SOCS2	8835					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
SOX10	6663					1.0	No	No	No	No	No	No	Yes	No	No		No		Yes		
SS18L1	26039					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
STAT1	6772	ENST00000361099	NM_007315.3	ENST00000361099	NM_007315.3	1.0	Yes	No	No	No	No	No	No	No	No		No		Yes		2.0
STAT2	6773	ENST00000314128	NM_005419.3	ENST00000314128	NM_005419.3	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
STAT4	6775					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
STIL	6491					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
STRN	6801					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
TAF1	6872					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TCEA1	6917					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
TCF12	6938					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
TCL1B	9623	ENST00000340722	NM_004918.3	ENST00000340722	NM_004918.3	1.0	Yes	Yes	No	No	No	No	No	No	No		No		No		2.0
TEC	7006					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	oncogene, fusion	No		
TERC	7012					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
TFEB	7942					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
TFPT	29844					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
TFRC	7037					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	fusion	No		
TIPARP	25976					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
TLE1	7088	ENST00000376499	NM_001303103.1	ENST00000376499	NM_001303103.1	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
TLE2	7089	ENST00000262953	NM_003260.4	ENST00000262953	NM_003260.4	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
TLE3	7090	ENST00000558939	NM_005078.3	ENST00000558939	NM_005078.3	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
TLE4	7091	ENST00000376552	NM_007005.4	ENST00000376552	NM_007005.4	1.0	Yes	No	No	No	No	No	No	No	No		No		No		2.0
TLL2	7093					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TMEM30A	55754					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TMSB4XP8	7117					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TNFRSF11A	8792					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TPR	7175					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
TRIM27	5987					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		
TRIM33	51592					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
TRRAP	8295					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
TTL	150465					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TUSC3	7991					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
TYRO3	7301					1.0	No	No	No	No	No	Yes	No	No	No		No		No		
WAS	7454					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	oncogene	No		
WDCP	80304					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	fusion	No		
WDR90	197335					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
WRN	7486					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
XPA	7507					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
XPC	7508					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG	No		
YPEL5	51646					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
YWHAE	7531					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
YY1	7528	ENST00000262238	NM_003403.4	ENST00000262238	NM_003403.4	1.0	Yes	Yes	No	No	No	No	No	No	No		No		No		2.0
YY1AP1	55249					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
ZBTB20	26137	ENST00000474710	NM_001164342.2	ENST00000474710	NM_001164342.2	1.0	Yes	Yes	Yes	No	No	No	No	No	No		No		No		2.0
ZBTB7A	51341					1.0	No	No	No	No	Yes	No	No	No	No		No		No		
ZFP36L1	677	ENST00000336440	NM_001244698.1	ENST00000336440	NM_001244698.1	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
ZMYM3	9203					1.0	No	No	No	No	No	No	Yes	No	No	2.0	Yes	TSG	No		
ZNF24	7572					1.0	No	No	No	No	No	No	Yes	No	No		No		No		
ZNF331	55422					1.0	No	No	No	No	No	No	No	No	Yes	1.0	Yes	TSG, fusion	No		
ZNF750	79755	ENST00000269394	NM_024702.2	ENST00000269394	NM_024702.2	1.0	Yes	No	Yes	No	No	No	No	No	No		No		No		2.0
A1CF	29974							Yes	No							2.0	Yes	oncogene	No		
AKAP9	10142							No	No							2.0	Yes	fusion	No		
ALDH2	217							No	No							2.0	Yes	fusion	No		
ANK1	286							No	No							2.0	Yes		No		
ARHGAP5	394							Yes	No							2.0	Yes	oncogene	No		
ARHGEF10	9639							No	Yes							2.0	Yes	TSG	No		
ARHGEF10L	55160							No	Yes							2.0	Yes	TSG	No		
BAZ1A	11177							No	Yes							2.0	Yes	TSG	No		
BCL2L12	83596							Yes	No							2.0	Yes	oncogene	No		
BCLAF1	9774							No	No							2.0	Yes		No		
BIRC6	57448							Yes	No							2.0	Yes	oncogene, fusion	No		
BMP5	653							No	No							2.0	Yes		No		
C15orf65	145788							No	No							2.0	Yes	fusion	No		
CARS	833							No	Yes							1.0	Yes	TSG, fusion	No		
CASP3	836							No	Yes							2.0	Yes	TSG	No		
CASP9	842							No	Yes							2.0	Yes	TSG	No		
CCNC	892							No	Yes							2.0	Yes	TSG	No		
CCR4	1233							Yes	No							2.0	Yes	oncogene	No		
CCR7	1236							Yes	No							2.0	Yes	oncogene	No		
CD209	30835							No	No							2.0	Yes		No		
CDH10	1008							No	Yes							2.0	Yes	TSG	No		
CDH17	1015							Yes	No							2.0	Yes	oncogene	No		
CEP89	84902							No	No							2.0	Yes	fusion	No		
CHST11	50515							Yes	No							2.0	Yes	oncogene, fusion	No		
CNBD1	168975							No	No							2.0	Yes		No		
CNTNAP2	26047							No	Yes							2.0	Yes	TSG	No		
COL3A1	1281							No	No							2.0	Yes	fusion	No		
COX6C	1345							No	No							2.0	Yes	fusion	No		
CPEB3	22849							No	Yes							2.0	Yes	TSG	No		
CRNKL1	51340							No	No							2.0	Yes		No		
CSMD3	114788							No	Yes							2.0	Yes	TSG	No		
CTNNA2	1496							Yes	No							2.0	Yes	oncogene	No		
CTNND1	1500							No	No							2.0	Yes		No		
CTNND2	1501							Yes	No							2.0	Yes	oncogene	No		
CYP2C8	1558							No	No							2.0	Yes		No		
DCAF12L2	340578							No	No							2.0	Yes		No		
DCC	1630							No	No							2.0	Yes		Yes		
DGCR8	54487							Yes	No							2.0	Yes	oncogene	No		
DUX4L1	22947							No	No							2.0	Yes	fusion	No		
BIVM-ERCC5	100533467							No	Yes							1.0	Yes	TSG	No		
FAM131B	9715							No	No							2.0	Yes	fusion	No		
FAM135B	51059							No	No							2.0	Yes		No		
FAM47C	442444							No	No							2.0	Yes		No		
FAT3	120114							No	No							2.0	Yes		No		
FBLN2	2199							No	Yes							2.0	Yes	TSG	No		
FEN1	2237							No	Yes							2.0	Yes	TSG	No		
FGFR1OP	11116							No	No							1.0	Yes	fusion	No		
FKBP9	11328							No	No							2.0	Yes		No		
FLNA	2316							No	No							2.0	Yes		No		
FOXR1	283150							Yes	No							2.0	Yes	oncogene, fusion	No		
GPC5	2262							No	Yes							2.0	Yes	TSG	No		
H3F3A	3020							Yes	No							1.0	Yes	oncogene	No		
H3F3B	3021							Yes	No							1.0	Yes	oncogene	No		
HIST1H3B	8358							Yes	No							1.0	Yes	oncogene	No		
HIST1H4I	8294							No	No							1.0	Yes	fusion	No		
HMGN2P46	283651							No	No							2.0	Yes	fusion	No		
IGF2BP2	10644							No	Yes							2.0	Yes	TSG	No		
ISX	91464							No	No							2.0	Yes		No		
ITGAV	3685							No	No							2.0	Yes		No		
KAT7	11143							Yes	No							2.0	Yes	oncogene	No		
KIAA1549	57670							No	No							2.0	Yes	fusion	No		
LEPROTL1	23484							No	Yes							2.0	Yes	TSG	No		
LHFPL6	10186							No	No							2.0	Yes	fusion	No		
LSM14A	26065							No	No							2.0	Yes	fusion	No		
MACC1	346389							Yes	No							2.0	Yes	oncogene	No		
MALAT1	378938							Yes	Yes							2.0	Yes	oncogene, TSG, fusion	No		
MB21D2	151963							No	No							2.0	Yes		No		
MGMT	4255							No	Yes							2.0	Yes	TSG	Yes		
MUC16	94025							Yes	No							2.0	Yes	oncogene	No		
MUC4	4585							Yes	No							2.0	Yes	oncogene	No		
N4BP2	55728							No	Yes							2.0	Yes	TSG	No		
NBEA	26960							No	No							2.0	Yes		No		
NCKIPSD	51517							No	No							2.0	Yes	fusion	No		
NUTM2D	728130							No	No							1.0	Yes	fusion	No		
PABPC1	26986							Yes	Yes							2.0	Yes	oncogene, TSG	No		
POLG	5428							No	Yes							2.0	Yes	TSG	No		
PRDM2	7799							No	Yes							2.0	Yes	TSG	No		
PRKCB	5579							No	No							2.0	Yes		Yes		
PRPF40B	25766							No	No							2.0	Yes		No		
PWWP2A	114825							No	No							2.0	Yes	fusion	No		
RAD17	5884							No	Yes							2.0	Yes	TSG	No		
RFWD3	55159							No	Yes							2.0	Yes	TSG	No		
RGPD3	653489							No	No							2.0	Yes		No		
RGS7	6000							No	No							2.0	Yes		No		
ROBO2	6092							No	Yes							2.0	Yes	TSG	No		
S100A7	6278							No	No							2.0	Yes	fusion	No		
SEPT5	5413							No	No							2.0	Yes	fusion	No		
SEPT6	23157							No	No							2.0	Yes	fusion	No		
SEPT9	10801							No	No							2.0	Yes	fusion	No		
SHTN1	57698							No	No							2.0	Yes	fusion	No		
SIRPA	140885							No	Yes							2.0	Yes	TSG	No		
SIX2	10736							Yes	No							2.0	Yes	oncogene	No		
SKI	6497							Yes	No							2.0	Yes	oncogene	No		
SOX21	11166							No	Yes							2.0	Yes	TSG	No		
SPECC1	92521							No	No							2.0	Yes	fusion	No		
SRGAP3	9901							No	No							2.0	Yes	fusion	No		
THRAP3	9967							No	No							2.0	Yes	fusion	No		
TNC	3371							Yes	No							2.0	Yes	oncogene	No		
USP44	84101							No	Yes							2.0	Yes	TSG	No		
VTI1A	143187							No	No							2.0	Yes	fusion	No		
WNK2	65268							No	Yes							2.0	Yes	TSG	No		
ZCCHC8	55596							No	No							2.0	Yes	fusion	No		
ZEB1	6935							Yes	No							2.0	Yes	oncogene	Yes		
ZNF429	353088							No	No							2.0	Yes		No		
ZNF479	90827							No	No							2.0	Yes		No		
TTF1	7270																No		Yes		
